DATE,STORAGE,,,,,,,,,,,,,,,
2019-04-02,"4,057,857",,,,,,,,,,,,,,,
2019-04-03,"4,067,828",,,,,,,,,,,,,,,
2019-04-04,"4,062,279",,,,,,,,,,,,,,,
2019-04-05,"4,068,106",,,,,,,,,,,,,,,
2019-04-06,"4,080,601",,,,,,,,,,,,,,,
2019-04-07,"4,104,266",,,,,,,,,,,,,,,
2019-04-08,"4,143,999",,,,,,,,,,,,,,,
2019-04-09,"4,174,679",,,,,,,,,,,,,,,
2019-04-10,"4,172,145",,,,,,,,,,,,,,,
2019-04-11,"4,157,784",,,,,,,,,,78.13,,0,,"18,929",
2019-04-12,"4,139,795",,,,,,,,,,78.13,,0,,"18,512",
2019-04-13,"4,110,682",,,,,,,,,,78.13,,0,,"17,113",
2019-04-14,"4,089,763",,,,,,,,,,78.13,,0,,"14,251",
2019-04-15,"4,078,935",,,,,,,,,,78.13,,0,,"13,715",
2019-04-16,"4,069,772",,,,,,,,,,79.38,,0,,"11,197",
2019-04-17,"4,063,941",,,,,,,,,,79.38,,0,,"9,765",
2019-04-18,"4,062,832",,,,,,,,,,79.38,,0,,"7,881",
2019-04-19,"4,067,551",,,,,,,,,,79.38,,0,,"7,155",
2019-04-20,"4,073,659",,,,,,,,,,79.38,,0,,"5,884",
2019-04-21,"4,081,989",,,,,,,,,,79.38,,0,,"5,163",
2019-04-22,"4,091,711",,,,,,,,,,79.38,,0,,"4,995",
2019-04-23,"4,107,055",,,,,,,,,,79.38,,0,,"5,465",
2019-04-24,"4,121,856",,,,,,,,,,79.38,,0,,"4,766",
2019-04-25,"4,140,075",,,,,,,,,,79.38,,0,,"5,458",
2019-04-26,"4,160,037",,,,,,,,,,79.38,,0,,"4,986",
2019-04-27,"4,177,507",,,,,,,,,,79.38,,0,,"4,636",
2019-04-28,"4,193,634",,,,,,,,,,79.38,,0,,"5,902",
2019-04-29,"4,210,930",,,,,,,,,,79.38,,0,,"6,917",
2019-04-30,"4,223,154",,,,,,,,,,79.38,,0,,"8,218",
2019-05-01,"4,237,965",,,,,,,,,,79.38,,0,,"7,706",
2019-05-02,"4,249,387",,,,,,,,,,79.38,,0,,"7,271",
2019-05-03,"4,260,525",,,,,,,,,,79.38,,0,,"7,323",
2019-05-04,"4,263,682",,,,,,,,,,79.38,,0,,"7,767",
2019-05-05,"4,264,829",,,,,,,,,,79.38,,0,,"7,798",
2019-05-06,"4,266,264",,,,,,,,,,79.38,,0,,"8,192",
2019-05-07,"4,269,995",,,,,,,,,,79.38,,0,,"7,385",
2019-05-08,"4,273,725",,,,,,,,,,79.38,,0,,"7,122",
2019-05-09,"4,279,751",,,,,,,,,,79.38,,0,,"6,302",
2019-05-10,"4,286,351",,,,,,,,,,79.4,,0,,"7,105",
2019-05-11,"4,286,064",,,,,,,,,,81.4,,0,,"6,292",
2019-05-12,"4,288,647",,,,,,,,,,82.85,,0,,"5,380",
2019-05-13,"4,289,799",,,,,,,,,,82.87,,0,,"5,529",
2019-05-14,"4,293,834",,,,,,,,,,85.6,,0,,"5,979",
2019-05-15,"4,302,194",,,,,,,,,,85.68,,0,,"5,387",
2019-05-16,"4,327,605",,,,,,,,,,86.39,,0,,"7,326",
2019-05-17,"4,343,242",,,,,,,,,r,86.44,,0,,"6,036",
2019-05-18,"4,362,635",,,,,,,,,,86.44,,0,,"6,710",
2019-05-19,"4,382,344",,,,,,,,,,86.44,,0,,"6,547",
2019-05-20,"4,395,135",,,,,,,,,,86.44,,0,,"7,884",
2019-05-21,"4,406,188",,,,,,,,,,86.82,,0,,"6,870",
2019-05-22,"4,419,331",,,,,,,,,,86.82,,0,,"7,485",
2019-05-23,"4,429,844",,,,,,,,,,86.89,,0,,"6,744",
2019-05-24,"4,439,800",,,,,,,,,,87.09,,0,,"7,637",
2019-05-25,"4,444,788",,,,,,,,,,87.09,,0,,"10,388",
2019-05-26,"4,455,936",,,,,,,,,,87.13,,0,,"8,754",
2019-05-27,"4,464,449",,,,,,,,,,87.13,,0,,"9,511",
2019-05-28,"4,468,575",,,,,,,,,,87.13,,0,,"8,915",
2019-05-29,"4,470,933",,,,,,,,,,87.13,,0,,"9,117",
2019-05-30,"4,471,227",,,,,,,,,,87.13,,0,,"9,045",
2019-05-31,"4,476,827",,,,,,,,,,87.13,,0,,"9,818",
2019-06-01,"4,475,648",,,,,,,,,,87.13,,0,,"9,078",
2019-06-02,"4,476,238",,,,,,,,,,87.13,,0,,"9,114",
2019-06-03,"4,476,532",,,,,,,,,,87.13,,0,,"8,754",
2019-06-04,"4,475,059",,,,,,,,,,87.13,,0,,"8,950",
2019-06-05,"4,472,112",,,,,,,,,,87.13,,0,,"8,776",
2019-06-06,"4,470,638",,,,,,,,,,87.13,,0,,"7,982",
2019-06-07,"4,469,754",,,,,,,,,,87.13,,0,,"7,838",
2019-06-08,"4,465,628",,,,,,,,,,87.13,,0,,"5,983",
2019-06-09,"4,458,576",,,,,,,,,,87.13,,0,,"7,322",
2019-06-10,"4,456,816",,,,,,,,,,87.13,,0,,"8,032",
2019-06-11,"4,454,469",,,,,,,,,,87.13,,0,,"7,801",
2019-06-12,"4,453,882",,,,,,,,,,87.13,,0,,"8,853",
2019-06-13,"4,455,349",,,,,,,,,,87.13,,0,,"7,979",
2019-06-14,"4,451,242",,,,,,,,,,87.13,,0,,"7,566",
2019-06-15,"4,445,668",,,,,,,,,,87.13,,0,,"8,197",
2019-06-16,"4,440,094",,,,,,,,,,87.13,,0,,"8,824",
2019-06-17,"4,433,933",,,,,,,,,,87.13,,0,,"8,355",
2019-06-18,"4,441,267",,,,,,,,,,87.13,,0,,"8,603",
2019-06-19,"4,439,214",,,,,,,,,,87.13,,0,,"7,922",
2019-06-20,"4,435,400",,,,,,,,,,87.13,,0,,"8,363",
2019-06-21,"4,426,048",,,,,,,,,,87.13,,0,,"8,697",
2019-06-22,"4,417,286",,,,,,,,,,87.13,,0,,"9,137",
2019-06-23,"4,409,109",,,,,,,,,,87.13,,0,,"8,986",
2019-06-24,"4,404,147",,,,,,,,,,87.13,,0,,"9,222",
2019-06-25,"4,398,623",,,,,,,,,,87.13,,0,,"9,343",
2019-06-26,"4,391,356",,,,,,,,,,87.13,,0,,"9,090",
2019-06-27,"4,382,344",,,,,,,,,,87.13,,0,,"9,351",
2019-06-28,"4,373,922",,,,,,,,,,87.13,,0,,"9,346",
2019-06-29,"4,365,239",,,,,,,,,,87.13,,0,,"9,101",
2019-06-30,"4,355,399",,,,,,,,,,87.13,,0,,"9,387",
2019-07-01,"4,343,532",,,,,,,,,,87.13,,0,,"10,203",
2019-07-02,"4,331,369",,,,,,,,,,87.13,,0,,"9,364",
2019-07-03,"4,320,076",,,,,,,,,,87.13,,0,,"8,554",
2019-07-04,"4,310,841",,,,,,,,,,87.13,,0,,"9,647",
2019-07-05,"4,301,329",,,,,,,,,,87.13,,0,,"8,657",
2019-07-06,"4,289,799",,,,,,,,,,87.13,,0,,"9,641",
2019-07-07,"4,280,612",,,,,,,,,,87.13,,0,,"9,156",
2019-07-08,"4,272,290",,,,,,,,,,87.13,,0,,"9,361",
2019-07-09,"4,259,381",,,,,,,,,,87.13,,0,,"9,132",
2019-07-10,"4,250,529",,,,,,,,,,87.13,,0,,"8,877",
2019-07-11,"4,239,964",,,,,,,,,,87.13,,0,,"9,190",
2019-07-12,"4,229,977",,,,,,,,,,87.13,,0,,"8,968",
2019-07-13,"4,219,743",,,,,,,,,,87.13,,0,,"9,232",
2019-07-14,"4,209,224",,,,,,,,,,87.13,,0,,"9,340",
2019-07-15,"4,199,010",,,,,,,,,,87.13,,0,,"9,178",
2019-07-16,"4,188,542",,,,,,,,,,87.13,,0,,"9,990",
2019-07-17,"4,179,205",,,,,,,,,,87.13,,0,,"9,479",
2019-07-18,"4,170,456",,,,,,,,,,87.13,,0,,"8,380",
2019-07-19,"4,159,755",,,,,,,,,,87.13,,0,,"9,079",
2019-07-20,"4,148,492",,,,,,,,,,87.13,,0,,"10,500",
2019-07-21,"4,133,348",,,,,,,,,,87.13,,0,,"9,281",
2019-07-22,"4,121,576",,,,,,,,,,87.13,,0,,"8,842",
2019-07-23,"4,111,240",,,,,,,,,,87.13,,0,,"9,763",
2019-07-24,"4,100,081",,,,,,,,,,87.13,,0,,"9,281",
2019-07-25,"4,086,987",,,,,,,,,,87.13,,0,,"9,311",
2019-07-26,"4,075,880",,,,,,,,,,87.13,,0,,"7,654",
2019-07-27,"4,066,995",,,,,,,,,,87.13,,0,,"9,927",
2019-07-28,"4,055,094",,,,,,,,,,87.13,,0,,"9,494",
2019-07-29,"4,044,316",,,,,,,,,,87.13,,0,,"9,633",
2019-07-30,"4,032,448",,,,,,,,,,87.13,,0,,"8,756",
2019-07-31,"4,024,471",,,,,,,,,,87.13,,0,,"9,049",
2019-08-01,"4,011,269",,,,,,,,,,87.13,,0,,"9,660",
2019-08-02,"3,998,388",,,,,,,,,,87.13,,0,,"9,105",
2019-08-03,"3,986,617",,,,,,,,,,87.13,,0,,"9,655",
2019-08-04,"3,975,145",,,,,,,,,,87.13,,0,,"9,799",
2019-08-05,"3,966,698",,,,,,,,,,87.88,,0,,"9,168",
2019-08-06,"3,955,527",,,,,,,,,,87.91,,0,,"9,453",
2019-08-07,"3,945,213",,,,,,,,,,87.91,,0,,"9,315",
2019-08-08,"3,932,468",,,,,,,,,,87.91,,0,,"9,396",
2019-08-09,"3,918,137",,,,,,,,,,87.91,,0,,"9,488",
2019-08-10,"3,908,962",,,,,,,,,,87.91,,0,,"9,504",
2019-08-11,"3,896,294",,,,,,,,,,87.91,,0,,"9,661",
2019-08-12,"3,884,208",,,,,,,,,,87.91,,0,,"9,746",
2019-08-13,"3,870,252",,,,,,,,,,87.91,,0,,"9,215",
2019-08-14,"3,844,599",,,,,,,,,,87.91,,0,,"9,447",
2019-08-15,"3,835,554",,,,,,,,,,87.91,,0,,"9,261",
2019-08-16,"3,825,977",,,,,,,,,,87.91,,0,,"8,819",
2019-08-17,"3,813,237",,,,,,,,,,87.91,,0,,"10,045",
2019-08-18,"3,799,472",,,,,,,,,,87.91,,0,,"8,372",
2019-08-19,"3,786,762",,,,,,,,,,87.91,,0,,"8,403",
2019-08-20,"3,774,312",,,,,,,,,,87.91,,0,,"8,947",
2019-08-21,"3,763,201",,,,,,,,,,87.91,,0,,"8,948",
2019-08-22,"3,750,023",,,,,,,,,,87.91,,0,,"8,855",
2019-08-23,"3,741,062",,,,,,,,,,87.91,,0,,"8,546",
2019-08-24,"3,730,827",,,,,,,,,,87.91,,0,,"8,907",
2019-08-25,"3,720,598",,,,,,,,,,87.91,,0,,"7,751",
2019-08-26,"3,710,907",,,,,,,,,,87.91,,0,,"8,340",
2019-08-27,"3,702,554",,,,,,,,,,87.91,,0,,"8,175",
2019-08-28,"3,690,025",,,,,,,,,,87.91,,0,,"8,665",
2019-08-29,"3,676,506",,,,,,,,,,87.91,,0,,"8,865",
2019-08-30,"3,666,637",,,,,,,,,,87.91,,0,,"8,250",
2019-08-31,"3,658,340",,,,,,,,,,87.91,,0,,"8,273",
2019-09-01,"3,649,553",,,,,,,,,,87.91,,0,,"7,766",
2019-09-02,"3,639,214",,,,,,,,,,87.91,,0,,"6,848",
2019-09-03,"3,629,423",,,,,,,,,,87.91,,0,,"8,313",
2019-09-04,"3,620,421",,,,,,,,,,87.91,,0,,"7,929",
2019-09-05,"3,614,762",,,,,,,,,,87.91,,0,,"7,670",
2019-09-06,"3,608,851",,,,,,,,,,87.91,,0,,"8,386",
2019-09-07,"3,603,989",,,,,,,,,,87.91,,0,,"7,915",
2019-09-08,"3,594,520",,,,,,,,,,87.91,,0,,"8,566",
2019-09-09,"3,584,539",,,,,,,,,,87.91,,0,,"8,147",
2019-09-10,"3,575,625",,,,,,,,,,87.91,,0,,"8,240",
2019-09-11,"3,565,948",,,,,,,,,,88.04,,0,,"7,978",
2019-09-12,"3,554,510",,,,,,,,,,88.04,,0,,"7,346",
2019-09-13,"3,540,573",,,,,,,,,,88.34,,0,,"6,901",
2019-09-14,"3,527,175",,,,,,,,,,88.35,,0,,"6,901",
2019-09-15,"3,515,828",,,,,,,,,,88.35,,0,,"6,454",
2019-09-16,"3,507,762",,,,,,,,,,88.35,,0,,"6,245",
2019-09-17,"3,499,733",,,,,,,,,,88.35,,0,,"5,727",
2019-09-18,"3,495,468",,,,,,,,,,88.36,,0,,"7,408",
2019-09-19,"3,490,449",,,,,,,,,,88.36,,0,,"6,729",
2019-09-20,"3,481,176",,,,,,,,,,88.36,,0,,"5,976",
2019-09-21,"3,473,687",,,,,,,,,,88.36,,0,,"6,777",
2019-09-22,"3,466,448",,,,,,,,,,88.36,,0,,"6,153",
2019-09-23,"3,456,471",,,,,,,,,,88.42,,0,,"5,794",
2019-09-24,"3,450,013",,,,,,,,,,88.42,,0,,"6,187",
2019-09-25,"3,445,045",,,,,,,,,,88.47,,0,,"6,035",
2019-09-26,"3,441,319",,,,,,,,,,0,,0,,"6,511",
2019-09-27,"3,438,090",,,,,,,,,,0,,0,,"5,534",
2019-09-28,"3,434,365",,,,,,,,,,0,,0,,"4,709",
2019-09-29,"3,427,933",,,,,,,,,,0,,0,,"4,410",
2019-09-30,"3,425,462",,,,,,,,,,0,,0,,"4,963",
2019-10-01,"3,420,766",,,,,,,,,,0,,0,,"5,763",
2019-10-02,"3,414,093",,,,,,,,,,0,,0,,"5,494",
2019-10-03,"3,409,644",,,,,,,,,,0,,0,,"4,607",
2019-10-04,"3,407,179",,,,,,,,,,0,,0,,"4,572",
2019-10-05,"3,402,015",,,,,,,,,,0,,0,,"4,704",
2019-10-06,"3,395,375",,,,,,,,,,0,,0,,"4,625",
2019-10-07,"3,392,915",,,,,,,,,,0,,0,,"4,392",
2019-10-08,"3,390,456",,,,,,,,,,0,,0,,"4,589",
2019-10-09,"3,390,210",,,,,,,,,,0,,0,,"6,625",
2019-10-10,"3,388,243",,,,,,,,,,0,,0,,"6,203",
2019-10-11,"3,387,505",,,,,,,,,,0,,0,,"8,186",
2019-10-12,"3,383,328",,,,,,,,,,0.11,,0,,"8,608",
2019-10-13,"3,379,169",,,,,,,,,,0.11,,0,,"10,627",
2019-10-14,"3,375,009",,,,,,,,,,0.24,,0,,"10,447",
2019-10-15,"3,370,116",,,,,,,,,,0.25,,0,,"8,788",
2019-10-16,"3,363,020",,,,,,,,,,0.25,,0,,"5,169",
2019-10-17,"3,355,700",,,,,,,,,,0.25,,0,,"6,222",
2019-10-18,"3,348,153",,,,,,,,,,0.25,,0,,"6,719",
2019-10-19,"3,342,798",,,,,,,,,,0.25,,0,,"6,666",
2019-10-20,"3,337,199",,,,,,,,,,0.25,,0,,"5,870",
2019-10-21,"3,333,555",,,,,,,,,,0.25,,0,,"7,049",
2019-10-22,"3,325,077",,,,,,,,,,0.25,,0,,"6,922",
2019-10-23,"3,316,841",,,,,,,,,,0.25,,0,,"6,219",
2019-10-24,"3,310,063",,,,,,,,,,0.25,,0,,"5,055",
2019-10-25,"3,306,448",,,,,,,,,,0.25,,0,,"6,555",
2019-10-26,"3,300,665",,,,,,,,,,0.25,,0,,"5,851",
2019-10-27,"3,290,062",,,,,,,,,,0.25,,0,,"5,891",
2019-10-28,"3,284,763",,,,,,,,,,0.25,,0,,"5,398",
2019-10-29,"3,284,041",,,,,,,,,,0.25,,0,,"4,936",
2019-10-30,"3,278,265",,,,,,,,,,0.25,,0,,"4,249",
2019-10-31,"3,271,045",,,,,,,,,,0.25,,0,,"4,380",
2019-11-01,"3,262,862",,,,,,,,,,0.25,,0,,"4,528",
2019-11-02,"3,256,637",,,,,,,,,,0.25,,0,,"4,373",
2019-11-03,"3,251,849",,,,,,,,,,0.25,,0,,"4,501",
2019-11-04,"3,248,976",,,,,,,,,,0.25,,0,,"3,855",
2019-11-05,"3,244,666",,,,,,,,,,0.25,,0,,"5,136",
2019-11-06,"3,239,878",,,,,,,,,,0.25,,0,,"4,721",
2019-11-07,"3,235,347",,,,,,,,,,0.25,,0,,"4,358",
2019-11-08,"3,231,297",,,,,,,,,,0.25,,0,,"4,214",
2019-11-09,"3,231,535",,,,,,,,,,0.25,,0,,"4,427",
2019-11-10,"3,229,153",,,,,,,,,,0.25,,0,,"4,373",
2019-11-11,"3,226,770",,,,,,,,,,0.25,,0,,"4,331",
2019-11-12,"3,225,341",,,,,,,,,,0.25,,0,,"4,505",
2019-11-13,"3,223,912",,,,,,,,,,0.25,,0,,"4,354",
2019-11-14,"3,222,244",,,,,,,,,,0.25,,0,,"4,735",
2019-11-15,"3,220,338",,,,,,,,,,0.25,,0,,"3,783",
2019-11-16,"3,217,956",,,,,,,,,,0.25,,0,,"4,361",
2019-11-17,"3,215,573",,,,,,,,,,0.25,,0,,"4,375",
2019-11-18,"3,213,912",,,,,,,,,,0.25,,0,,"4,504",
2019-11-19,"3,211,543",,,,,,,,,,0.25,,0,,"4,478",
2019-11-20,"3,212,490",,,,,,,,,,0.25,,0,,"4,171",
2019-11-21,"3,211,306",,,,,,,,,,0.25,,0,,"4,367",
2019-11-22,"3,209,410",,,,,,,,,,2.34,,0,,"4,226",
2019-11-23,"3,208,225",,,,,,,,,,2.54,,0,,"4,170",
2019-11-24,"3,205,619",,,,,,,,,,3.04,,0,,"4,235",
2019-11-25,"3,203,012",,,,,,,,,,3.06,,0,,"4,445",
2019-11-26,"3,204,908",,,,,,,,,,4.13,,0,,"4,407",
2019-11-27,"3,207,988",,,,,,,,,,4.89,,0,,"4,011",
2019-11-28,"3,208,936",,,,,,,,,,5.09,,0,,"4,434",
2019-11-29,"3,208,699",,,,,,,,,,5.29,,0,,"4,361",
2019-11-30,"3,209,173",,,,,,,,,,5.31,,0,,"4,383",
2019-12-01,"3,210,832",,,,,,,,,,5.39,,0,,"4,725",
2019-12-02,"3,209,410",,,,,,,,,,7.59,,0,,"4,352",
2019-12-03,"3,208,225",,,,,,,,,,11.6,,0,,"3,933",
2019-12-04,"3,205,382",,,,,,,,,,11.6,,0,,"4,442",
2019-12-05,"3,205,619",,,,,,,,,,11.6,,0,,"4,909",
2019-12-06,"3,207,751",,,,,,,,,,11.83,,0,,"4,491",
2019-12-07,"3,239,399",,,,,,,,,,12.46,,0,,"4,133",
2019-12-08,"3,258,792",,,,,,,,,,12.62,,0,,"4,086",
2019-12-09,"3,263,825",,,,,,,,,,13.05,,0,,"4,578",
2019-12-10,"3,266,713",,,,,,,,,,13.35,,0,,"4,609",
2019-12-11,"3,268,879",,,,,,,,,,13.35,,0,,"5,045",
2019-12-12,"3,274,414",,,,,,,,,,13.35,,0,,"4,611",
2019-12-13,"3,285,485",,,,,,,,,,13.35,,0,,"4,627",
2019-12-14,"3,291,749",,,,,,,,,,13.78,,0,,"3,984",
2019-12-15,"3,295,122",,,,,,,,,,14.55,,0,,"4,724",
2019-12-16,"3,297,050",,,,,,,,,,14.7,,0,,"5,745",
2019-12-17,"3,298,255",,,,,,,,,r,15.78,,0,,"5,862",
2019-12-18,"3,302,834",,,,,,,,,r,15.78,,0,,"5,597",
2019-12-19,"3,307,412",,,,,,,,,r,15.78,,0,,"6,086",
2019-12-20,"3,308,617",,,,,,,,,r,16.14,,0,,"5,686",
2019-12-21,"3,308,858",,,,,,,,,r,16.14,,0,,"5,608",
2019-12-22,"3,314,418",,,,,,,,,,16.14,,0,,"5,154",
2019-12-23,"3,318,779",,,,,,,,,,16.14,,0,,"4,635",
2019-12-24,"3,319,748",,,,,,,,,,16.14,,0,,"5,076",
2019-12-25,"3,322,412",,,,,,,,,,16.23,,0,,"4,165",
2019-12-26,"3,322,655",,,,,,,,,,16.23,,0,,"3,924",
2019-12-27,"3,325,077",,,,,,,,,,16.23,,0,,"4,627",
2019-12-28,"3,326,046",,,,,,,,,,16.23,,0,,"4,853",
2019-12-29,"3,326,773",,,,,,,,,,16.23,,0,,"4,862",
2019-12-30,"3,327,742",,,,,,,,,,16.31,,0,,"4,748",
2019-12-31,"3,329,922",,,,,,,,,,16.31,,0,,"4,428",
2020-01-01,"3,329,679",,,,,,,,,,16.31,,0,,"4,568",
2020-01-02,"3,329,922",,,,,,,,,,16.31,,0,,"3,924",
2020-01-03,"3,328,711",,,,,,,,,,16.44,,0,,"3,917",
2020-01-04,"3,328,468",,,,,,,,,,16.96,,0,,"4,557",
2020-01-05,"3,328,953",,,,,,,,,,16.96,,0,,"4,456",
2020-01-06,"3,327,984",,,,,,,,,,17.01,,0,,"4,442",
2020-01-07,"3,327,984",,,,,,,,,,17.01,,0,,"4,446",
2020-01-08,"3,328,953",,,,,,,,,,17.01,,0,,"4,598",
2020-01-09,"3,330,891",,,,,,,,,,17.17,,0,,"4,703",
2020-01-10,"3,331,133",,,,,,,,,,17.18,,0,,"5,283",
2020-01-11,"3,331,860",,,,,,,,,,18.09,,0,,"4,766",
2020-01-12,"3,333,071",,,,,,,,,,18.67,,0,,"4,595",
2020-01-13,"3,334,524",,,,,,,,,,18.67,,0,,"4,494",
2020-01-14,"3,335,494",,,,,,,,,,18.67,,0,,"4,848",
2020-01-15,"3,335,009",,,,,,,,,,18.67,,0,,"4,886",
2020-01-16,"3,341,824",,,,,,,,,,18.96,,0,,"4,577",
2020-01-17,"3,344,015",,,,,,,,,,19.54,,0,,"4,671",
2020-01-18,"3,347,423",,,,,,,,,,19.6,,0,,"4,297",
2020-01-19,"3,351,318",,,,,,,,,,20.13,,0,,"4,576",
2020-01-20,"3,352,535",,,,,,,,,,20.27,,0,,"4,214",
2020-01-21,"3,358,134",,,,,,,,,,21.3,,0,,"4,060",
2020-01-22,"3,363,510",,,,,,,,,,21.35,,0,,"4,355",
2020-01-23,"3,369,626",,,,,,,,,,21.66,,0,,"4,087",
2020-01-24,"3,376,722",,,,,,,,,,21.72,,0,,"3,951",
2020-01-25,"3,390,948",,,,,,,,,,21.72,,0,,"4,815",
2020-01-26,"3,411,868",,,,,,,,,,21.72,,0,,"4,599",
2020-01-27,"3,429,911",,,,,,,,,,21.72,,0,,"4,495",
2020-01-28,"3,448,026",,,,,,,,,,21.72,,0,,"4,256",
2020-01-29,"3,460,207",,,,,,,,,,21.72,,0,,"4,110",
2020-01-30,"3,473,437",,,,,,,,,,21.72,,0,,"4,068",
2020-01-31,"3,482,174",,,,,,,,,,21.72,,0,,"4,132",
2020-02-01,"3,488,442",,,,,,,,,,21.72,,0,,"3,527",
2020-02-02,"3,494,966",,,,,,,,,,21.72,,0,,"3,521",
2020-02-03,"3,499,231",,,,,,,,,,21.72,,0,,"3,455",
2020-02-04,"3,502,242",,,,,,,,,,21.72,,0,,"3,422",
2020-02-05,"3,506,257",,,,,,,,,,21.72,,0,,"4,272",
2020-02-06,"3,511,542",,,,,,,,,,21.72,,0,,"3,865",
2020-02-07,"3,514,568",,,,,,,,,,21.72,,0,,"3,472",
2020-02-08,"3,520,367",,,,,,,,,,21.72,,0,,"3,418",
2020-02-09,"3,524,905",,,,,,,,,,21.72,,0,,"3,243",
2020-02-10,"3,526,670",,,,,,,,,,21.72,,0,,"3,325",
2020-02-11,"3,527,931",,,,,,,,,,21.72,,0,,"3,996",
2020-02-12,"3,529,948",,,,,,,,,,21.72,,0,,"3,444",
2020-02-13,"3,533,985",,,,,,,,,,21.72,,0,,"3,197",
2020-02-14,"3,535,505",,,,,,,,,,21.72,,0,,"3,771",
2020-02-15,"3,540,066",,,,,,,,,,21.72,,0,,"3,376",
2020-02-16,"3,541,840",,,,,,,,,,21.72,,0,,"4,110",
2020-02-17,"3,544,374",,,,,,,,,,21.72,,0,,"4,422",
2020-02-18,"3,546,908",,,,,,,,,,21.72,,0,,"4,423",
2020-02-19,"3,548,429",,,,,,,,,,21.72,,0,,"4,369",
2020-02-20,"3,550,963",,,,,,,,,,21.72,,0,,"4,863",
2020-02-21,"3,551,469",,,,,,,,,,21.72,,0,,"5,014",
2020-02-22,"3,551,723",,,,,,,,,,21.72,,0,,"4,626",
2020-02-23,"3,551,469",,,,,,,,,,21.72,,0,,"4,853",
2020-02-24,"3,552,230",,,,,,,,,,21.72,,0,,"4,667",
2020-02-25,"3,551,469",,,,,,,,,,21.72,,0,,"4,691",
2020-02-26,"3,547,668",,,,,,,,,,21.72,,0,,"5,131",
2020-02-27,"3,547,668",,,,,,,,,,21.72,,0,,"5,052",
2020-02-28,"3,547,162",,,,,,,,,,21.72,,0,,"5,587",
2020-02-29,"3,546,148",,,,,,,,,,21.72,,0,,"5,304",
2020-03-01,"3,547,668",,,,,,,,,,21.72,,0,,"5,041",
2020-03-02,"3,544,628",,,,,,,,,,21.77,,0,,"4,935",
2020-03-03,"3,544,628",,,,,,,,,,21.81,,0,,"4,853",
2020-03-04,"3,540,320",,,,,,,,,,21.82,,0,,"4,695",
2020-03-05,"3,536,265",,,,,,,,,,21.82,,0,,"4,727",
2020-03-06,"3,533,478",,,,,,,,,,21.82,,0,,"4,957",
2020-03-07,"3,533,731",,,,,,,,,,21.82,,0,,"3,958",
2020-03-08,"3,529,192",,,,,,,,,,21.82,,0,,"3,943",
2020-03-09,"3,527,931",,,,,,,,,,21.82,,0,,"3,676",
2020-03-10,"3,529,696",,,,,,,,,,22.11,,0,,"2,660",
2020-03-11,"3,524,905",,,,,,,,,,22.56,,0,,"3,293",
